Ticker,ATR,Reason,Side,ATR(x),ATR Used,Risk,Position,Position(R),Entry Price,STOP LOSS PRICE,Exit Price,Entry Date,Exit Date,Realized R,Realized gains,Curncy,,Day 2 Date,Day 2 High,Day 2 Low,Day 2 Open,Day 2 Close,Day 3 Date,Day 3 High,Day 3 low,Day 3 open,Day 3 close,Day 4 Date,Day 4 High,Day 4 low,Day 4 open,Day 4 close,Day 5 Date,Day 5 High,Day 5 low,Day 5 open,Day 5 close
ALQGC FP Equity,0.2915,AH+,long,2,0.58,2898,4971,4971,5.33,4.75,4.93,01/18/2021,01/19/2021,-0.69,-1988.4,EUR,,1/19/2021,5.19,5.19,5.16,4.93,1/20/2021,4.96,4.96,4.93,4.83,1/21/2021,4.955,4.955,4.83,4.83,1/22/2021,4.84,4.84,4.83,4.62
DBV FP Equity,0.8884,2dt,long,2,1.78,2898,1631,1631,8.72,6.94,12.08,01/18/2021,01/19/2021,1.89,5486.85,EUR,,1/19/2021,13.69,13.69,12,10.36,1/20/2021,11.96,11.96,10.33,11,1/21/2021,11.36,11.36,11.2,10.78,1/22/2021,10.43,10.43,10.3,9.92
EXPN LN Equity,74,QR+,long,2,148,257683,1741,1741,2789,2641,2679,01/19/2021,01/19/2021,-0.74,-191510,GBp,,1/20/2021,2694,2694,2663,2646,1/21/2021,2666,2666,2655,2643,1/22/2021,2652,2652,2636,2636,1/25/2021,2650,2650,2640,2608
LOGN SW Equity,2.6,QR++(recon),long,1.5,3.9,2900,744,590,96.56,92.66,92.45,01/19/2021,01/19/2021,-0.84,-2423.78,CHF,,1/20/2021,92.98,92.98,89.36,88.68,1/21/2021,92.5,92.5,90,91.86,1/22/2021,93.24,93.24,92.6,91.94,1/25/2021,94.82,94.82,93.5,92.4
NOBI SS Equity,1.85,QR+,long,3,5.55,29413,5300,5300,68.65,63.1,68.05,01/18/2021,01/19/2021,-0.11,-3180,SEK,,1/19/2021,70.4,70.4,70,68.05,1/20/2021,69.65,69.65,68.15,69.4,1/21/2021,70.05,70.05,69.4,68.55,1/22/2021,68.55,68.55,68.55,67.2
ORSTED DC Equity,55,-reduced,short,6,330,21315,65,65,1165,1495,1193.5,01/15/2021,01/19/2021,-0.09,-1852.5,DKK,,1/18/2021,1178,1178,1152,1163,1/19/2021,1197.5,1197.5,1174,1193.5,1/20/2021,1224.5,1224.5,1202,1224.5,1/21/2021,1255.5,1255.5,1237,1242
PGHN SW Equity,20.75,QR+,long,2,41.5,3100,75,75,1035,993.5,1050,01/15/2021,01/19/2021,0.36,1125,CHF,,1/18/2021,1063,1063,1061,1052.5,1/19/2021,1065,1065,1063,1050,1/20/2021,1070.5,1070.5,1052.5,1065,1/21/2021,1087.5,1087.5,1071,1082.5
RNO FP Equity,1.358,QR-,short,2,2.72,2881,1061,1061,35.35,38.07,34.18,01/14/2021,01/19/2021,0.43,1246.67,EUR,,1/15/2021,35.15,35.15,34.8,34.07,1/18/2021,34.815,34.815,33.73,34.63,1/19/2021,35.16,35.16,34.98,34.18,1/20/2021,35.215,35.215,34.32,34.815
CFR SW Equity,2.278,,short,2,4.56,3107,682,682,86.04,90.6,85.6,01/20/2021,01/20/2021,0.1,300.08,CHF,,1/21/2021,86.74,86.74,86.34,85.44,1/22/2021,85.92,85.92,85,85.46,1/25/2021,85.66,85.66,85.11,82.86,1/26/2021,84.22,84.22,82.76,83.72
A2A IM Equity,0.0318,AH+,long,1.25,0.04,2887,72625,72625,1.39,1.35,1.38,01/21/2021,01/21/2021,-0.21,-617.31,EUR,,1/22/2021,1.379,1.379,1.377,1.3465,1/25/2021,1.363,1.363,1.3595,1.3425,1/26/2021,1.3635,1.3635,1.34,1.3625,1/27/2021,1.379,1.379,1.367,1.3555
BOSS GY Equity,0.928,"AH+, XR+",long,1,0.93,2882,3106,3106,27.5,26.57,27.77,01/20/2021,01/21/2021,0.29,838.62,EUR,,1/21/2021,28.8,28.8,28.5,27.77,1/22/2021,27.85,27.85,27.7,27.75,1/25/2021,28.16,28.16,28,27.26,1/26/2021,29.08,29.08,27.2,28.64
DPW GY Equity,0.919,reduced,long,6,5.51,2865,520,400,42.05,36.54,43.15,01/13/2021,01/21/2021,0.15,440,EUR,,1/14/2021,43.64,43.64,42.46,43.6,1/15/2021,43.52,43.52,43.48,42.7,1/18/2021,43.67,43.67,42.44,43.31,1/19/2021,43.57,43.57,43.49,42.91
FORN SW Equity,30.2,QR+,long,3,90.6,3121,34,34,1554,1463.4,1576,01/18/2021,01/21/2021,0.24,748,CHF,,1/19/2021,1608,1608,1608,1572,1/20/2021,1588,1588,1578,1576,1/21/2021,1612,1612,1584,1592,1/22/2021,1598,1598,1594,1580
ONTEX BB Equity,0.255,reduce,short,3,0.77,2887,3774,3774,10.32,11.09,9.66,01/21/2021,01/21/2021,0.86,2490.84,EUR,,1/22/2021,9.555,9.555,9.51,9.27,1/25/2021,9.37,9.37,9.315,9.245,1/26/2021,9.5,9.5,9.305,9.27,1/27/2021,9.805,9.805,9.3,9.36
RIO LN Equity,187.6,sales,long,3,562.8,257683,458,458,6024,5461.2,5924,01/19/2021,01/21/2021,-0.18,-45800,GBp,,1/20/2021,6047,6047,5960,6034,1/21/2021,6075,6075,6070,5924,1/22/2021,5907,5907,5901,5876,1/25/2021,5982,5982,5917,5877
SZG GY Equity,0.917,BR--(CS),short,2,1.83,2898,1580,1580,21.06,22.89,23.1,01/18/2021,01/21/2021,-1.11,-3223.2,EUR,,1/19/2021,22,22,21.52,21.37,1/20/2021,21.93,21.93,21.32,21.29,1/21/2021,22.53,22.53,21.41,22.08,1/22/2021,23.23,23.23,22.45,21.87
BAS GY Equity,1.59,QR+,long,2,3.18,2882,906,906,67.3,64.12,66.28,01/20/2021,01/22/2021,-0.32,-924.12,EUR,,1/21/2021,68.08,68.08,67.75,67.33,1/22/2021,66.72,66.72,66.7,66.28,1/25/2021,67.04,67.04,66.67,64.53,1/26/2021,65.89,65.89,64.65,65.24
DLG GY Equity,1.458,QR+,long,2,2.92,2448,839,839,46.5,43.58,53.34,01/05/2021,01/22/2021,2.34,5738.76,EUR,,1/6/2021,46.98,46.98,46.78,46.08,1/7/2021,46.1,46.1,46,45.7,1/8/2021,47.7,47.7,47.7,46.38,1/11/2021,46.6,46.6,46.27,46.16
GFG GY Equity,0.4434,BR+(GS),long,2,0.89,2882,3250,3250,12.5,11.61,12.88,01/20/2021,01/22/2021,0.43,1241.5,EUR,,1/21/2021,12.786,12.786,12.7,12.536,1/22/2021,12.926,12.926,12.55,12.882,1/25/2021,12.914,12.914,12.908,12.2,1/26/2021,12.39,12.39,12.2,11.724
LOGN SW Equity,4.158,QR+,long,2,8.32,3107,374,374,92.47,84.15,91.94,01/20/2021,01/22/2021,-0.06,-197.51,CHF,,1/21/2021,92.5,92.5,90,91.86,1/22/2021,93.24,93.24,92.6,91.94,1/25/2021,94.82,94.82,93.5,92.4,1/26/2021,92.72,92.72,92.1,90.9
MC FP Equity,11.15,XR+,long,1.5,16.73,2882,172,172,492.54,475.82,511.5,01/20/2021,01/22/2021,1.13,3261.12,EUR,,1/21/2021,512.3,512.3,510.9,507.6,1/22/2021,512.1,512.1,507,511.5,1/25/2021,514.5,514.5,513.3,501.9,1/26/2021,513.5,513.5,500.5,508
PSM GY Equity,0.3945,BR-(BOA),short,2,0.79,2882,3653,3653,13.39,14.18,14.27,01/20/2021,01/22/2021,-1.11,-3194.18,EUR,,1/21/2021,14.05,14.05,13.515,13.76,1/22/2021,14.565,14.565,14.02,14.4,1/25/2021,14.595,14.595,14.55,13.78,1/26/2021,14.265,14.265,13.85,14.2
SAE GY Equity,9.12,XR+,long,1.3,11.86,2887,243,243,186,174.14,196.4,01/21/2021,01/22/2021,0.88,2527.2,EUR,,1/22/2021,196.8,196.8,193.8,196.4,1/25/2021,203,203,195.6,200,1/26/2021,204.5,204.5,199.4,202,1/27/2021,203,203,201,187
SGE LN Equity,15.42,QR+,long,2,30.84,257683,8355,8355,603.66,572.82,607,01/21/2021,01/22/2021,0.11,27905.7,GBp,,1/22/2021,610.2,610.2,602,607,1/25/2021,624.2,624.2,620.8,610.8,1/26/2021,614.8,614.8,612.2,610.4,1/27/2021,620.6,620.6,613.8,618.6
SLR SM Equity,1.812,BR--(SG),short,1,1.81,2887,1593,1593,25.68,27.49,26.3,01/22/2021,01/22/2021,-0.34,-987.66,EUR,,1/25/2021,26.8,26.8,26.26,25.2,1/26/2021,25.62,25.62,25.02,23.3,1/27/2021,23.42,23.42,23.3,20.78,1/28/2021,22.26,22.26,20.16,21.5
SY1 GY Equity,2.2,"BR--(MS, SG)",short,2,4.4,2898,659,659,98.58,102.98,101.15,01/18/2021,01/22/2021,-0.58,-1693.63,EUR,,1/19/2021,101.65,101.65,100.4,101,1/20/2021,101.75,101.75,100.9,100.3,1/21/2021,101.45,101.45,100.6,101.3,1/22/2021,101.15,101.15,100.95,101.15
NEL NO Equity,2.092,BR+(citi),long,1,2.09,29636,14166,14166,32.7,30.61,33.1,01/22/2021,01/26/2021,0.19,5666.4,NOK,,1/25/2021,33.87,33.87,33.62,33.76,1/26/2021,34.03,34.03,33.1,33.75,1/27/2021,34.96,34.96,33.86,31.06,1/28/2021,31.54,31.54,30.9,31.2
EVT GY Equity,1.89,AH-,short,4,7.56,2875,380,380,39.2,46.76,36.42,01/27/2021,01/27/2021,0.37,1058,EUR,,1/28/2021,37.72,37.72,33.19,37.07,1/29/2021,35.81,35.81,35,32.5,2/1/2021,34.18,34.18,32.21,32.89,2/2/2021,33.9,33.9,32.61,32.1
EVT GY Equity,1.89,,long,2,3.78,2880,762,1023,34.92,31.14,35.02,01/27/2021,01/27/2021,0.04,102.3,EUR,,1/28/2021,37.72,37.72,33.19,37.07,1/29/2021,35.81,35.81,35,32.5,2/1/2021,34.18,34.18,32.21,32.89,2/2/2021,33.9,33.9,32.61,32.1
SOW GY Equity,0.67,QR-,short,2,1.34,2880,2149,2149,33.54,34.88,35.89,01/27/2021,01/27/2021,-1.75,-5050.15,EUR,,1/28/2021,35.7,35.7,35.6,34.6,1/29/2021,34.72,34.72,34.24,33.46,2/1/2021,35.22,35.22,33.76,34.94,2/2/2021,36.32,36.32,35.28,36.26
STM IM Equity,0.823,REDUCE,long,2,1.65,2875,1747,1794,33.15,31.5,31.63,01/27/2021,01/27/2021,-0.95,-2733.34,EUR,,1/28/2021,33.69,33.69,31.17,33.01,1/29/2021,33.67,33.67,33,33.27,2/1/2021,33.99,33.99,33.62,33.94,2/2/2021,34.47,34.47,34.15,33.93
URW NA Equity,3.824,,short,2,7.65,2880,377,377,67.49,75.13,69.68,01/27/2021,01/27/2021,-0.29,-826.08,EUR,,1/28/2021,72.46,72.46,68,70.84,1/29/2021,70.62,70.62,68.6,69.5,2/1/2021,69.18,69.18,68,66.5,2/2/2021,67.42,67.42,66.3,65.9
GJF NO Equity,2.81,QR+,long,2,5.62,29636,5273,5273,204,198.38,195.45,01/22/2021,01/28/2021,-1.52,-45058.84,NOK,,1/25/2021,212,212,206.8,204,1/26/2021,205.6,205.6,203,203.2,1/27/2021,202.6,202.6,201.2,197.4,1/28/2021,201.6,201.6,197,200.4
NOKIA FH Equity,0.266,TA,short,2,0.53,2887,5427,5427,4.4,4.93,4.74,01/28/2021,01/28/2021,-0.65,-1870.69,EUR,,1/29/2021,4.246,4.246,3.9345,3.964,2/1/2021,4.0775,4.0775,3.9,3.9495,2/2/2021,4.01,4.01,3.9495,3.74,2/3/2021,3.877,3.877,3.7485,3.787
ASML NA Equity,11.315,splc+,long,2,22.63,2898,128,128,432.5,409.87,439.45,01/18/2021,01/29/2021,0.31,889.6,EUR,,1/19/2021,444.85,444.85,442.65,439.9,1/20/2021,461.3,461.3,448,453.15,1/21/2021,475.15,475.15,458.6,470.55,1/22/2021,468.95,468.95,464.15,462.9
ELIOR FP Equity,0.299,QR-,short,2,0.6,2880,4816,4816,5.53,6.13,5.21,01/28/2021,01/29/2021,0.54,1565.2,EUR,,1/29/2021,5.28,5.28,5.18,5.205,2/1/2021,5.24,5.24,5.24,5.155,2/2/2021,5.4,5.4,5.2,5.33,2/3/2021,5.44,5.44,5.38,5.31
EVT GY Equity,1.89,TA,long,2,3.78,2880,762,1000,34.92,31.14,32.5,01/27/2021,01/29/2021,-0.84,-2420,EUR,,1/28/2021,37.72,37.72,33.19,37.07,1/29/2021,35.81,35.81,35,32.5,2/1/2021,34.18,34.18,32.21,32.89,2/2/2021,33.9,33.9,32.61,32.1
HDD GY Equity,0.0994,QR-,short,2,0.2,2875,14464,14464,1.2,1.4,1.31,01/26/2021,01/29/2021,-0.55,-1576.58,EUR,,1/27/2021,1.286,1.286,1.254,1.219,1/28/2021,1.322,1.322,1.21,1.299,1/29/2021,1.333,1.333,1.278,1.309,2/1/2021,1.299,1.299,1.299,1.13
INRN SW Equity,104,2dt,long,1.5,156,3104,20,20,2820,2664,2935,01/27/2021,01/29/2021,0.74,2300,CHF,,1/28/2021,2950,2950,2855,2905,1/29/2021,2945,2945,2900,2935,2/1/2021,2975,2975,2925,2935,2/2/2021,3050,3050,2920,3040
KOMN SW Equity,6.4,QR+,long,2,12.8,3099,242,242,198.26,185.46,228.4,01/26/2021,01/29/2021,2.35,7293.37,CHF,,1/27/2021,219.8,219.8,209.2,212,1/28/2021,220,220,210,219.4,1/29/2021,229.8,229.8,220,228.4,2/1/2021,238,238,228.8,231.2
MC FP Equity,11.1,CIR+,long,2,22.2,2875,130,130,508,485.8,498.3,01/26/2021,01/29/2021,-0.44,-1261,EUR,,1/27/2021,518,518,515,506.4,1/28/2021,517.1,517.1,504,517,1/29/2021,510.6,510.6,507.5,498.3,2/1/2021,509.6,509.6,505,507.7
ONTEX BB Equity,0.255,BR-(GS),short,3,0.77,2887,3774,3773,10.32,11.09,9.37,01/21/2021,01/29/2021,1.25,3603.22,EUR,,1/22/2021,9.555,9.555,9.51,9.27,1/25/2021,9.37,9.37,9.315,9.245,1/26/2021,9.5,9.5,9.305,9.27,1/27/2021,9.805,9.805,9.3,9.36
PNL NA Equity,0.0844,QR+,long,2,0.17,2887,17102,17102,3.3,3.13,3.41,01/21/2021,01/29/2021,0.62,1795.71,EUR,,1/22/2021,3.411,3.411,3.34,3.4,1/25/2021,3.5,3.5,3.423,3.436,1/26/2021,3.47,3.47,3.441,3.439,1/27/2021,3.444,3.444,3.44,3.245
RMS FP Equity,14.58,XR+,long,2,29.16,2880,99,99,873.31,844.15,842.6,01/27/2021,01/29/2021,-1.06,-3040.59,EUR,,1/28/2021,863.6,863.6,849.8,861.6,1/29/2021,853.4,853.4,853.4,842.6,2/1/2021,856.4,856.4,850,854.2,2/2/2021,884.8,884.8,860.6,884.8
UBSG SW Equity,0.2395,QR+,long,2,0.48,3099,6469,6469,13.28,12.8,12.88,01/26/2021,01/29/2021,-0.85,-2619.94,CHF,,1/27/2021,13.25,13.25,13.25,13.075,1/28/2021,13.33,13.33,12.995,13.28,1/29/2021,13.17,13.17,13.11,12.875,2/1/2021,13.085,13.085,12.93,13.07
VAR1 GY Equity,9.23,TA,long,1.5,13.85,2880,208,245,158.98,145.14,147.2,01/27/2021,01/29/2021,-1,-2886.1,EUR,,1/28/2021,181.3,181.3,145,181.3,1/29/2021,176.8,176.8,171,147.2,2/1/2021,147.8,147.8,146.7,135.4,2/2/2021,141.1,141.1,134,136.7
ASC LN Equity,284,BR+(BOA),long,2,568,217849,384,384,5046.91,4478.91,5772,02/09/2021,02/19/2021,1.28,278434.56,GBp,,2/10/2021,5050,5050,5000,4916,2/11/2021,5062,5062,5030,5062,2/12/2021,5310,5310,5100,5300,2/15/2021,5604,5604,5310,5496
DAI GY Equity,2.117,AH+,long,1,2.12,2492,1177,1177,60.59,58.47,67.22,02/03/2021,02/19/2021,3.13,7803.51,EUR,,2/4/2021,66.15,66.15,64.88,65.9,2/5/2021,67.11,67.11,65.99,66.99,2/8/2021,67.44,67.44,67,66.4,2/9/2021,66.25,66.25,66.11,65.8
GXH1 Index,253.1,HEDGE,short,1,253.1,2887,11,25,13531,13784.1,13998,02/01/2021,02/19/2021,-4.04,-11675,EUR,,2/2/2021,13876,13876,13645,13825,2/3/2021,13983,13983,13881,13916,2/4/2021,14061,14061,13960,14044,2/5/2021,14105,14105,14049,14041
HLAG GY Equity,4.14,QR+,long,2,8.28,2472,299,299,110.46,102.18,124.2,02/16/2021,02/19/2021,1.66,4107.36,EUR,,2/17/2021,123.8,123.8,123.4,120.6,2/18/2021,121.4,121.4,121.2,116.4,2/19/2021,125.8,125.8,116.6,124.2,2/22/2021,130,130,130,120.4
LHA GY Equity,0.3295,reduce,short,3,0.9885,2479,2479,2500,10.73,11.7185,10.82,02/19/2021,02/19/2021,-0.09,-225.25,EUR,,2/22/2021,11.42,11.42,11.05,11.42,2/23/2021,12.175,12.175,11.55,11.66,2/24/2021,12.11,12.11,11.68,12.07,2/25/2021,12.47,12.47,12.25,12.07
RXL FP Equity,0.409,QR+,long,2,0.82,2474,3024,3024,14.04,13.22,15.56,02/11/2021,02/19/2021,1.86,4596.48,EUR,,2/12/2021,15.165,15.165,14.505,15.155,2/15/2021,15.6,15.6,15.28,15.6,2/16/2021,15.81,15.81,15.565,15.54,2/17/2021,15.825,15.825,15.605,15.51
SHL GY Equity,0.8245,QR+,long,4,3.3,2880,873,874,45.36,42.06,46.8,01/27/2021,02/19/2021,0.44,1258.56,EUR,,1/28/2021,46.23,46.23,45.5,46.185,1/29/2021,46.505,46.505,45.975,46.28,2/1/2021,47.47,47.47,46.64,47.07,2/2/2021,48.115,48.115,47.5,48.115
DAI GY Equity,2.133,QR+,long,1.5,3.2,2891,904,904,56.89,53.69,67.22,01/29/2021,02/19/2021,3.23,9338.32,EUR,,2/1/2021,58.81,58.81,58.8,58.39,2/2/2021,60.22,60.22,58.9,59.28,2/3/2021,65,65,60.59,64.56,2/4/2021,66.15,66.15,64.88,65.9
SIE GY Equity,1.98,QR+,long,3,5.94,2887,486,486,130.18,124.24,132.48,01/22/2021,02/19/2021,0.39,1120.13,EUR,,1/25/2021,133.26,133.26,132.72,128.36,1/26/2021,131.78,131.78,128.58,130.66,1/27/2021,132.9,132.9,131.1,129.34,1/28/2021,130.06,130.06,128.7,129.72
LHA GY Equity,0.3295,AH-,short,3,0.99,2479,2507,2515,10.73,11.72,11.42,02/19/2021,02/22/2021,-0.7,-1735.35,EUR,,2/22/2021,11.42,11.42,11.05,11.42,2/23/2021,12.175,12.175,11.55,11.66,2/24/2021,12.11,12.11,11.68,12.07,2/25/2021,12.47,12.47,12.25,12.07
VGH1 Equity,43.6,hedge,short,2,87.2,2476,28,40,3692,3779.2,3701,02/23/2021,02/23/2021,-0.15,-360,EUR,,2/24/2021,3715,3715,3683,3702,2/25/2021,3727,3727,3715,3688,2/26/2021,3673,3673,3639,3627,3/1/2021,3713,3713,3660,3701
AENA SM Equity,3.1,BR+(MF),long,3,9.3,2476,266,266,130.7,121.4,142.8,02/22/2021,02/25/2021,1.3,3218.6,EUR,,2/23/2021,142.7,142.7,137,141.5,2/24/2021,145.3,145.3,143.1,144.2,2/25/2021,149.6,149.6,146.6,142.8,2/26/2021,143.2,143.2,140.3,140.9
AENA SM Equity,3.1,x2,long,3,9.3,2476,266,266,139.91,130.61,142.8,02/23/2021,02/25/2021,0.31,768.1,EUR,,2/24/2021,145.3,145.3,143.1,144.2,2/25/2021,149.6,149.6,146.6,142.8,2/26/2021,143.2,143.2,140.3,140.9,3/1/2021,142.3,142.3,141.4,141.1
AGS BB Equity,0.858,QR-,short,2,1.72,2468,1438,1438,47.14,48.86,46.84,02/24/2021,02/25/2021,0.17,431.4,EUR,,2/25/2021,47.13,47.13,46.83,46.84,2/26/2021,46.71,46.71,46.04,46.46,3/1/2021,48.3,48.3,47.1,48.17,3/2/2021,48.88,48.88,47.98,48.83
BSGR NA Equity,0.279,QR+,long,3,0.84,2476,2958,2958,8.01,7.17,8.3,02/22/2021,02/25/2021,0.35,857.82,EUR,,2/23/2021,8.3,8.3,7.95,8.07,2/24/2021,8.3,8.3,8.06,8.3,2/25/2021,8.44,8.44,8.27,8.3,2/26/2021,8.44,8.44,8.1,8.18
CCAP GY Equity,0.496,QR-,short,3,1.49,2468,1659,1659,14.14,15.63,13.82,02/24/2021,02/25/2021,0.22,530.88,EUR,,2/25/2021,13.98,13.98,13.21,13.82,2/26/2021,13.98,13.98,13.98,13.72,3/1/2021,14.15,14.15,13.8,13.88,3/2/2021,14.48,14.48,14,14.38
EL FP Equity,3.305,BR-(MF),short,2,6.61,2060,312,312,138.05,144.66,137.5,02/17/2021,02/25/2021,0.08,171.6,EUR,,2/18/2021,139.6,139.6,137,137.45,2/19/2021,138.25,138.25,137.85,136.45,2/22/2021,137.2,137.2,135.65,136.95,2/23/2021,137.05,137.05,136.5,136.45
ELE SM Equity,0.374,BR++(CS),long,2,0.75,2487,3325,3325,22,21.25,20.7,02/18/2021,02/25/2021,-1.74,-4322.5,EUR,,2/19/2021,21.93,21.93,21.75,21.71,2/22/2021,21.74,21.74,21.7,21.38,2/23/2021,21.57,21.57,21.47,21.57,2/24/2021,22.29,22.29,22.17,21.22
ELE SM Equity,0.428,BR+(GS),long,2,0.86,2473,2889,2889,21.56,20.7,20.7,02/10/2021,02/25/2021,-1,-2479.92,EUR,,2/11/2021,21.72,21.72,21.72,21.46,2/12/2021,21.93,21.93,21.49,21.93,2/15/2021,21.95,21.95,21.95,21.83,2/16/2021,21.89,21.89,21.89,21.64
EMBRACB SS Equity,11.26,QR+,long,2,22.52,24993,1110,1110,254,231.48,230.8,02/18/2021,02/25/2021,-1.03,-25752,SEK,,2/19/2021,257.8,257.8,249.4,255,2/22/2021,256.9,256.9,256.8,249.1,2/23/2021,248.4,248.4,248,235.5,2/24/2021,239.9,239.9,235,231.5
ENR GY Equity,0.966,BR+(DB),long,2,1.93,2060,1066,1066,32.59,30.66,30.48,02/17/2021,02/25/2021,-1.09,-2249.26,EUR,,2/18/2021,33.63,33.63,33,32.51,2/19/2021,32.97,32.97,32.5,32.32,2/22/2021,32.2,32.2,32.2,31.43,2/23/2021,32,32,31.53,30.32
FP FP Equity,0.96,QR+,long,2,1.92,2484,1294,1294,36.17,34.25,39.46,02/09/2021,02/25/2021,1.71,4246.13,EUR,,2/10/2021,34.89,34.89,34.765,34.745,2/11/2021,34.89,34.89,34.76,34.64,2/12/2021,35.055,35.055,34.53,34.975,2/15/2021,36.54,36.54,35.6,36.54
MT NA Equity,0.714,AH+,long,2,1.43,2471,1731,1731,19.16,17.73,20.2,02/15/2021,02/25/2021,0.73,1795.05,EUR,,2/16/2021,19.824,19.824,19.6,19.764,2/17/2021,20.115,20.115,19.788,19.584,2/18/2021,19.87,19.87,19.578,19.038,2/19/2021,19.824,19.824,19.066,19.772
NEX FP Equity,1.615,"AH+, 2dt",long,2,3.23,2487,770,770,71.05,67.82,62.65,02/18/2021,02/25/2021,-2.6,-6468,EUR,,2/19/2021,68,68,67.6,65.85,2/22/2021,67.25,67.25,66,66.7,2/23/2021,67.85,67.85,67.4,62.6,2/24/2021,64.9,64.9,63.4,62.65
NKT DC Equity,9.78,QR-,short,3,29.34,18360,626,626,248,277.34,244,02/24/2021,02/25/2021,0.14,2504,DKK,,2/25/2021,255.6,255.6,248,244,2/26/2021,243.4,243.4,237,240.4,3/1/2021,248,248,243.2,239.6,3/2/2021,241.2,241.2,240.2,237.8
REP SM Equity,0.2936,QR+,long,2,0.59,2487,4235,4235,9.5,8.91,10.62,02/18/2021,02/25/2021,1.91,4743.2,EUR,,2/19/2021,9.964,9.964,9.486,9.94,2/22/2021,10.21,10.21,9.91,10.15,2/23/2021,10.4,10.4,10.19,10.145,2/24/2021,10.325,10.325,10.225,10.32
RWE GY Equity,0.935,PW-,long,2,1.87,2479,1325,1325,31.7,29.83,31.3,02/19/2021,02/25/2021,-0.21,-530,EUR,,2/22/2021,32.5,32.5,32.46,31.73,2/23/2021,32.05,32.05,31.9,31.54,2/24/2021,31.88,31.88,31.55,31.52,2/25/2021,31.83,31.83,31.83,31.3
UTDI GY Equity,0.733,AH+,long,2,1.47,2491,1699,1699,38.8,37.33,36.97,02/08/2021,02/25/2021,-1.25,-3109.17,EUR,,2/9/2021,38.5,38.5,38.43,37.54,2/10/2021,37.71,37.71,37.67,37.58,2/11/2021,38.46,38.46,37.65,38.1,2/12/2021,38.08,38.08,38.08,37.89
VAR1 GY Equity,5.96,QR-,short,3,17.88,2487,139,139,142.46,160.34,115.8,02/18/2021,02/25/2021,1.49,3705.25,EUR,,2/19/2021,134.6,134.6,134.2,131.3,2/22/2021,124.6,124.6,122.9,117.3,2/23/2021,118.7,118.7,115,113.6,2/24/2021,119.4,119.4,115.4,114.8
VAR1 GY Equity,5.96,x2,short,3,17.88,2479,139,139,126.9,144.78,115.8,02/19/2021,02/25/2021,0.62,1542.9,EUR,,2/22/2021,124.6,124.6,122.9,117.3,2/23/2021,118.7,118.7,115,113.6,2/24/2021,119.4,119.4,115.4,114.8,2/25/2021,122.9,122.9,118,115.8
CGIX US Equity,0.72,10ATR,long,2,1.44,1200,833.33,831,16.28,14.84,15.25,02/10/2021,02/10/2021,-0.71,-855.93,USD,,2/11/2021,7.7,7.7,7,7.04,2/12/2021,7.03,7.03,6.9389,6.72,2/16/2021,7.2,7.2,7.0116,7.18,2/17/2021,6.95,6.95,6.863,6.55
CGIX US Equity,0.72,10ATR,long,3,2.16,1200,555.56,554,16.3,14.14,14.08,02/10/2021,02/10/2021,-1.02,-1229.88,USD,,2/11/2021,7.7,7.7,7,7.04,2/12/2021,7.03,7.03,6.9389,6.72,2/16/2021,7.2,7.2,7.0116,7.18,2/17/2021,6.95,6.95,6.863,6.55
CLPS US Equity,0.3,10ATR,short,2,0.6,1200,2006.69,1337,13.43,14.03,16.01,02/17/2021,02/17/2021,-2.87,-3449.46,USD,,2/18/2021,9.8,9.8,9.44,9.3,2/19/2021,9.7,9.7,9.42,8.21,2/22/2021,8.36,8.36,8,7.66,2/23/2021,7.56,7.56,7.47,6.76
CLPS US Equity,0.26,10ATR,long,2,0.51,800,1556.42,1337,13.15,12.64,13.06,02/17/2021,02/17/2021,-0.16,-124.47,USD,,2/18/2021,9.8,9.8,9.44,9.3,2/19/2021,9.7,9.7,9.42,8.21,2/22/2021,8.36,8.36,8,7.66,2/23/2021,7.56,7.56,7.47,6.76
PETZ US Equity,0.25,10ATR,short,2,0.5,800,1589.83,1285,8.66,9.16,8.5,02/17/2021,02/17/2021,0.26,209.46,USD,,2/18/2021,4.6392,4.6392,4.475,3.65,2/19/2021,4.1,4.1,3.6,3.6,2/22/2021,3.5399,3.5399,3.45,3.1,2/23/2021,3.03,3.03,2.92,2.62
LODE US Equity,0.62,10ATR,long,2,1.25,800,641.19,1105,9.74,8.49,8.59,02/17/2021,02/17/2021,-1.59,-1271.74,USD,,2/18/2021,5.47,5.47,5.45,4.55,2/19/2021,6.29,6.29,5.01,5.67,2/22/2021,6.1,6.1,5.69,5.44,2/23/2021,6.35,6.35,5.13,6.34
DOGZ US Equity,0.15,10ATR,long,2,0.29,800,2752.17,2678,3.71,3.42,3.41,02/17/2021,02/17/2021,-1.02,-815.72,USD,,2/18/2021,2.71,2.71,2.52,2.51,2/19/2021,2.6,2.6,2.53,2.4,2/22/2021,2.53,2.53,2.39,2.48,2/23/2021,2.24,2.24,2.22,2.09
DOGZ US Equity,0.15,10ATR,long,2,0.29,800,2752.17,2678,3.77,3.48,3.4,02/17/2021,02/17/2021,-1.25,-1003.71,USD,,2/18/2021,2.71,2.71,2.52,2.51,2/19/2021,2.6,2.6,2.53,2.4,2/22/2021,2.53,2.53,2.39,2.48,2/23/2021,2.24,2.24,2.22,2.09
